YYYYMMDD,YYYY.DECM,N(m),E(m),U(m),sig_n(mm),sig_e(mm),sig_u(mm)
2013-08-03,2013.5877,186.5,-367.3,-10.1,3.3,3.9,13.3
2013-08-04,2013.5904,182.8,-366.6,-15.8,2.3,2.7,8.4
2013-08-05,2013.5932,182.7,-367.8,-12.4,2.5,3.1,9.0
2013-08-06,2013.5959,185.0,-366.5,-14.1,2.1,2.4,8.0
2013-08-07,2013.5986,185.5,-366.3,-28.9,2.5,3.1,9.2
2013-08-08,2013.6014,184.1,-367.5,-18.9,2.4,2.9,9.4
2013-08-09,2013.6041,184.8,-367.2,-22.4,2.4,2.9,8.7
2013-08-10,2013.6068,183.8,-365.0,-17.9,2.5,3.2,9.4
2013-08-11,2013.6096,185.0,-365.8,-21.3,2.4,3.0,8.6
2013-08-12,2013.6123,185.0,-366.3,-20.5,2.3,2.9,8.4
2013-08-13,2013.6151,183.6,-368.9,-18.8,2.8,3.4,10.7
2013-08-14,2013.6178,183.7,-366.7,-21.9,2.6,3.1,10.4
2013-08-15,2013.6205,184.2,-367.1,-11.7,3.0,3.6,11.2
2013-08-16,2013.6233,184.8,-365.6,-14.4,3.0,3.5,12.0
2013-08-17,2013.626,181.8,-367.6,-15.6,2.5,3.1,9.4
2013-08-18,2013.6288,185.5,-366.9,-12.4,2.3,3.0,8.7
2013-08-19,2013.6315,184.0,-365.4,-17.8,2.6,3.3,9.6
2013-08-20,2013.6342,182.5,-363.5,-22.6,2.6,3.3,9.9
2013-08-21,2013.637,182.8,-367.1,-11.1,2.8,3.6,10.2
2013-08-22,2013.6397,183.1,-366.7,-22.9,2.6,3.2,9.7
2013-08-23,2013.6425,182.7,-366.0,-20.9,2.6,3.2,10.5
2013-08-24,2013.6452,184.3,-369.6,-19.0,2.7,3.4,10.1
2013-08-25,2013.6479,184.0,-364.0,-16.4,2.4,3.1,8.1
2013-08-26,2013.6507,183.6,-365.9,-13.0,2.4,3.0,8.7
2013-08-27,2013.6534,183.8,-364.4,-20.7,2.0,2.5,7.5
2013-08-28,2013.6562,181.9,-361.8,-14.8,2.4,2.7,9.2
2013-08-29,2013.6589,183.4,-364.1,-9.2,2.6,3.4,8.9
2013-08-30,2013.6616,183.3,-363.2,-22.9,2.4,2.9,8.4
2013-08-31,2013.6644,180.2,-363.8,-20.0,2.0,2.2,7.1
2013-09-01,2013.6671,182.4,-365.1,-13.6,2.0,2.4,7.6
2013-09-02,2013.6699,183.0,-362.0,-18.5,2.4,3.0,8.4
2013-09-03,2013.6726,185.5,-363.2,-19.9,2.2,2.8,7.8
2013-09-04,2013.6753,184.1,-364.4,-21.0,2.1,2.4,7.8
2013-09-05,2013.6781,184.5,-360.6,-20.1,2.1,2.6,7.2
2013-09-06,2013.6808,184.5,-361.1,-19.5,2.4,3.1,8.4
2013-09-07,2013.6836,183.1,-362.6,-24.7,1.9,2.4,7.4
2013-09-08,2013.6863,184.4,-362.7,-27.1,2.2,2.7,7.6
2013-09-09,2013.689,184.8,-362.5,-25.9,2.4,3.0,8.3
2013-09-10,2013.6918,183.7,-359.9,-28.2,2.2,2.7,8.1
2013-09-11,2013.6945,181.7,-362.4,-24.7,2.2,2.6,8.4
2013-09-12,2013.6973,182.8,-362.9,-27.4,2.4,3.1,8.6
2013-09-13,2013.7,183.3,-361.7,-23.7,2.9,3.5,11.0
2013-09-14,2013.7027,181.0,-362.9,-30.2,2.4,2.8,9.2
2013-09-15,2013.7055,183.4,-362.4,-23.8,2.3,2.8,8.8
2013-09-16,2013.7082,181.4,-362.0,-18.1,2.3,3.0,8.1
2013-09-17,2013.711,180.9,-359.9,-21.3,2.3,3.0,8.1
2013-09-18,2013.7137,182.2,-365.8,-15.8,2.7,3.4,9.7
2013-09-19,2013.7164,179.4,-362.0,-24.5,2.8,3.5,9.9
2013-09-20,2013.7192,180.2,-362.6,-26.4,2.2,2.7,8.3
2013-09-21,2013.7219,182.5,-364.1,-25.2,2.2,2.8,8.3
2013-09-22,2013.7247,181.5,-361.9,-15.7,2.1,2.5,8.3
2013-09-23,2013.7274,180.7,-364.0,-14.4,2.9,3.3,11.5
2013-09-24,2013.7301,181.8,-362.2,-19.7,2.7,3.3,9.8
2013-09-25,2013.7329,180.3,-362.3,-19.7,2.2,3.0,8.1
2013-09-26,2013.7356,181.9,-362.6,-18.4,2.3,2.9,8.0
2013-09-27,2013.7384,180.2,-363.6,-26.6,2.3,2.7,8.3
2013-09-28,2013.7411,180.9,-360.2,-24.7,2.5,3.1,9.4
2013-09-29,2013.7438,178.8,-362.4,-27.6,2.9,3.4,10.8
2013-09-30,2013.7466,179.1,-361.0,-14.8,2.6,3.1,9.5
2013-10-01,2013.7493,179.5,-364.0,-21.2,2.5,3.1,8.9
2013-10-02,2013.7521,179.3,-360.9,-21.8,2.5,3.0,8.4
2013-10-03,2013.7548,182.1,-362.2,-29.3,2.3,2.7,8.0
2013-10-04,2013.7575,181.1,-362.4,-22.4,2.3,2.8,8.3
2013-10-05,2013.7603,180.4,-361.6,-17.7,2.0,2.3,7.6
2013-10-06,2013.763,181.8,-361.9,-23.0,1.9,2.2,7.2
2013-10-07,2013.7658,181.2,-361.6,-24.9,2.0,2.2,7.1
2013-10-08,2013.7685,182.9,-361.5,-24.0,1.9,2.2,7.0
2013-10-09,2013.7712,182.4,-361.4,-23.0,2.2,2.8,8.3
2013-10-10,2013.774,181.1,-360.9,-22.3,2.4,2.8,9.2
2013-10-11,2013.7767,180.7,-361.4,-20.3,2.3,2.7,8.9
2013-10-12,2013.7795,181.2,-359.6,-19.2,2.1,2.6,7.8
2013-10-13,2013.7822,181.5,-361.8,-16.1,2.1,2.5,7.6
2013-10-14,2013.7849,180.9,-359.3,-19.4,2.3,2.6,8.5
2013-10-15,2013.7877,180.9,-360.2,-18.4,1.9,2.2,7.1
2013-10-16,2013.7904,180.5,-359.5,-23.7,2.1,2.5,7.7
2013-10-17,2013.7932,181.2,-362.3,-24.8,2.1,2.5,7.7
2013-10-18,2013.7959,180.3,-361.2,-30.9,2.5,3.0,8.5
2013-10-19,2013.7986,180.5,-359.1,-23.9,2.4,2.8,8.8
2013-10-20,2013.8014,180.9,-358.7,-26.2,2.3,2.7,8.7
2013-10-21,2013.8041,180.7,-357.2,-27.9,2.1,2.5,7.8
2013-10-22,2013.8068,180.3,-360.0,-27.1,2.2,2.7,8.4
2013-10-23,2013.8096,182.8,-359.8,-22.6,2.0,2.4,7.5
2013-10-24,2013.8123,181.7,-358.0,-23.3,2.1,2.5,7.1
2013-10-25,2013.8151,182.2,-356.7,-21.8,2.0,2.5,7.3
2013-10-26,2013.8178,181.2,-357.4,-21.2,2.1,2.5,7.8
2013-10-27,2013.8205,180.7,-358.7,-19.9,2.1,2.5,7.8
2013-10-28,2013.8233,177.2,-357.9,-28.0,2.5,3.0,9.1
2013-10-29,2013.826,178.9,-357.8,-28.2,2.2,2.6,8.6
2013-10-30,2013.8288,178.7,-357.5,-18.9,2.4,2.9,8.0
2013-10-31,2013.8315,178.6,-358.2,-21.2,2.1,2.5,7.5
2013-11-01,2013.8342,179.3,-355.5,-25.8,2.1,2.8,7.7
2013-11-02,2013.837,179.1,-355.4,-19.8,1.9,2.3,7.0
2013-11-03,2013.8397,180.0,-355.3,-28.1,1.8,2.2,6.7
2013-11-04,2013.8425,177.6,-355.4,-22.3,2.1,2.7,7.5
2013-11-05,2013.8452,178.6,-355.5,-26.2,1.8,2.2,6.8
2013-11-06,2013.8479,179.7,-354.4,-21.4,2.0,2.3,7.0
2013-11-07,2013.8507,181.2,-353.8,-17.8,1.9,2.3,7.0
2013-11-08,2013.8534,177.7,-353.7,-19.9,1.9,2.2,6.9
2013-11-09,2013.8562,179.0,-356.9,-18.2,2.0,2.4,7.0
2013-11-10,2013.8589,177.6,-354.4,-19.8,2.3,2.8,8.2
2013-11-11,2013.8616,179.9,-355.5,-21.5,2.3,2.7,7.7
2013-11-12,2013.8644,178.1,-355.6,-19.8,2.0,2.4,7.5
2013-11-13,2013.8671,180.2,-354.1,-21.5,2.1,2.5,7.0
2013-11-14,2013.8699,176.3,-354.8,-20.5,2.2,2.5,7.2
2013-11-15,2013.8726,177.4,-353.2,-15.5,2.1,2.5,7.6
2013-11-16,2013.8753,177.4,-354.2,-22.5,2.2,2.5,7.6
2013-11-17,2013.8781,179.1,-353.7,-23.9,2.1,2.4,7.3
2013-11-18,2013.8808,179.1,-354.7,-15.8,2.1,2.3,6.9
2013-11-19,2013.8836,178.8,-354.2,-22.2,2.2,2.6,7.5
2013-11-20,2013.8863,178.1,-355.5,-15.9,2.0,2.3,6.9
2013-11-21,2013.889,179.2,-356.3,-15.2,2.0,2.4,6.9
2013-11-22,2013.8918,178.6,-356.9,-14.5,1.9,2.3,6.9
2013-11-23,2013.8945,178.5,-356.0,-13.8,2.1,2.2,6.9
2013-11-24,2013.8973,179.4,-354.3,-13.3,2.2,2.6,7.4
2013-11-25,2013.9,176.9,-354.3,-7.8,1.9,2.1,6.7
2013-11-26,2013.9027,177.2,-354.5,-7.4,2.2,2.5,7.8
2013-11-27,2013.9055,176.9,-353.9,-12.8,2.2,2.6,7.5
2013-11-28,2013.9082,176.8,-354.5,-13.8,1.8,2.1,6.4
2013-11-29,2013.911,176.6,-355.2,-9.5,1.9,2.2,6.8
2013-11-30,2013.9137,177.0,-354.2,-12.1,1.7,2.0,6.2
2013-12-01,2013.9164,174.9,-354.2,-13.4,1.9,2.2,7.0
2013-12-02,2013.9192,178.0,-354.2,-15.1,1.8,2.2,6.6
2013-12-03,2013.9219,176.7,-354.4,-15.4,1.9,2.2,6.6
2013-12-04,2013.9247,177.2,-353.8,-11.9,1.9,2.2,6.9
2013-12-05,2013.9274,177.0,-352.9,-6.4,2.0,2.3,6.9
2013-12-06,2013.9301,177.6,-354.7,-10.6,1.8,2.1,6.5
2013-12-07,2013.9329,179.3,-352.8,-4.5,1.8,2.1,6.5
2013-12-08,2013.9356,176.4,-353.9,-8.9,1.6,1.9,6.2
2013-12-09,2013.9384,178.4,-352.6,-14.1,1.9,2.3,7.1
2013-12-10,2013.9411,177.2,-353.4,-9.6,1.9,2.3,7.0
2013-12-11,2013.9438,176.4,-353.5,-5.9,2.1,2.6,7.7
2013-12-12,2013.9466,176.4,-352.4,-8.5,2.0,2.4,7.4
2013-12-13,2013.9493,176.5,-350.3,-6.9,1.9,2.3,7.1
2013-12-14,2013.9521,176.7,-352.2,-12.2,2.2,2.7,7.8
2013-12-15,2013.9548,176.9,-349.6,-10.5,2.0,2.3,7.0
2013-12-16,2013.9575,177.6,-351.8,-16.3,1.9,2.3,6.8
2013-12-17,2013.9603,177.4,-351.8,-13.8,1.7,2.0,6.4
2013-12-18,2013.963,178.5,-352.3,-13.5,1.8,2.2,6.3
2013-12-19,2013.9658,176.8,-351.3,-11.4,1.8,2.2,6.6
2013-12-20,2013.9685,176.8,-352.5,-12.1,1.8,2.2,6.7
2013-12-21,2013.9712,176.7,-352.1,-10.4,1.9,2.4,6.9
2013-12-22,2013.974,178.3,-350.8,-12.5,1.9,2.3,6.8
2013-12-23,2013.9767,176.4,-352.2,-13.2,1.8,2.2,6.4
2013-12-24,2013.9795,177.2,-351.4,-10.2,1.7,2.0,6.2
2013-12-25,2013.9822,177.1,-351.7,-5.6,1.8,2.2,6.6
2013-12-26,2013.9849,176.4,-351.6,-12.4,1.7,2.1,6.4
2013-12-27,2013.9877,176.7,-351.8,-9.7,1.8,2.3,6.6
2013-12-28,2013.9904,177.2,-350.8,-5.3,2.1,2.5,7.3
2013-12-29,2013.9932,177.8,-350.0,-4.4,1.8,2.2,7.0
2013-12-30,2013.9959,177.6,-350.9,-5.6,1.7,2.0,6.3
2013-12-31,2013.9986,176.6,-350.3,-5.9,1.7,2.1,6.4
2014-01-01,2014.0014,176.1,-349.1,2.9,1.7,2.0,6.3
2014-01-02,2014.0041,177.2,-352.3,-7.9,1.9,2.3,6.9
2014-01-03,2014.0068,176.5,-351.6,-6.1,1.9,2.3,6.4
2014-01-04,2014.0096,176.9,-350.3,-0.8,1.7,2.3,6.5
2014-01-05,2014.0123,177.8,-348.5,-1.9,1.8,2.3,6.7
2014-01-06,2014.0151,176.9,-348.4,-8.0,2.0,2.4,7.7
2014-01-07,2014.0178,178.0,-349.3,-6.0,1.8,2.2,6.9
2014-01-08,2014.0205,175.8,-346.5,-8.3,1.9,2.3,6.7
2014-01-09,2014.0233,179.9,-347.8,-2.7,2.3,3.0,8.5
2014-01-10,2014.026,179.4,-351.9,-1.9,2.0,2.4,7.7
2014-01-11,2014.0288,176.6,-343.3,-13.8,2.1,2.5,7.8
2014-01-12,2014.0315,175.5,-349.4,-12.3,1.8,2.2,6.8
2014-01-13,2014.0342,177.4,-349.8,-12.0,1.7,2.0,6.3
2014-01-14,2014.037,174.7,-348.4,-12.1,1.9,2.3,6.6
2014-01-15,2014.0397,176.7,-347.9,-10.3,1.8,2.3,7.0
2014-01-16,2014.0425,175.7,-345.9,-11.9,2.0,2.3,7.1
2014-01-17,2014.0452,176.8,-347.9,-12.1,1.7,2.0,6.4
2014-01-18,2014.0479,175.4,-347.2,-12.7,1.8,2.1,6.6
2014-01-19,2014.0507,175.7,-344.1,-13.1,1.9,2.3,6.65
2014-01-20,2014.0534,175.3,-346.3,-13.5,1.9,2.3,6.7
2014-01-21,2014.0562,175.3,-348.2,-12.4,2.1,2.6,7.2
2014-01-22,2014.0589,175.1,-348.3,-11.4,2.0,2.6,7.1
2014-01-23,2014.0616,175.1,-346.3,-4.4,1.9,2.2,6.8
2014-01-24,2014.0644,176.5,-347.9,-4.7,1.9,2.3,7.2
2014-01-25,2014.0671,176.5,-345.1,1.5,1.9,2.4,6.7
2014-01-26,2014.0699,175.1,-348.8,-5.1,1.9,2.3,6.9
2014-01-27,2014.0726,179.1,-342.8,-5.4,1.9,2.3,6.9
2014-01-28,2014.0753,175.7,-348.8,-14.2,2.0,2.3,7.3
2014-01-29,2014.0781,177.2,-348.5,-8.0,1.9,2.4,6.8
2014-01-30,2014.0808,178.7,-349.3,-10.8,1.9,2.3,7.0
2014-01-31,2014.0836,175.8,-348.2,-9.6,1.7,2.0,6.3
2014-02-01,2014.0863,180.2,-348.0,-6.5,1.8,2.2,6.6
2014-02-02,2014.089,179.5,-349.6,-6.5,1.9,2.4,6.4
2014-02-03,2014.0918,178.0,-346.4,-5.7,1.7,2.1,6.2
2014-02-04,2014.0945,178.4,-345.4,-3.9,2.1,2.5,7.2
2014-02-05,2014.0973,178.4,-344.3,-3.8,2.0,2.4,7.7
2014-02-06,2014.1,178.7,-345.8,-3.7,2.1,2.5,8.2
2014-02-07,2014.1027,180.6,-347.4,-2.0,2.1,2.5,7.5
2014-02-08,2014.1055,178.3,-343.7,2.6,2.2,2.7,8.2
2014-02-09,2014.1082,177.5,-343.9,-8.1,2.1,2.5,7.6
2014-02-10,2014.111,175.1,-343.1,-0.8,2.3,2.6,9.0
2014-02-11,2014.1137,178.6,-348.0,-8.0,1.9,2.2,7.0
2014-02-12,2014.1164,178.3,-343.8,-2.8,1.9,2.5,7.4
2014-02-13,2014.1192,176.8,-345.6,-3.3,2.1,2.6,7.6
2014-02-14,2014.1219,181.4,-345.9,0.6,2.1,2.8,7.7
2014-02-15,2014.1247,173.0,-348.2,-9.5,2.1,2.5,7.5
2014-02-16,2014.1274,174.9,-349.2,-15.7,2.1,2.4,7.2
2014-02-17,2014.1301,179.1,-345.3,-12.8,2.0,2.6,7.2
2014-02-18,2014.1329,180.1,-348.2,-5.0,2.2,2.7,8.2
2014-02-19,2014.1356,177.7,-347.5,-16.8,1.9,2.5,7.0
2014-02-20,2014.1384,177.2,-347.4,-7.5,2.0,2.4,7.4
2014-02-21,2014.1411,177.9,-346.5,-7.7,2.2,2.8,8.1
2014-02-22,2014.1438,178.4,-350.0,-14.3,2.0,2.5,7.5
2014-02-23,2014.1466,177.5,-346.1,4.0,2.3,3.0,8.9
2014-02-24,2014.1493,178.8,-344.3,-0.0,2.2,2.9,8.7
2014-02-25,2014.1521,180.4,-348.8,-16.2,2.1,2.7,7.6
2014-02-26,2014.1548,176.8,-347.5,-10.8,1.9,2.4,7.4
2014-02-27,2014.1575,178.6,-346.7,-13.5,2.3,3.0,8.5
2014-02-28,2014.1603,180.8,-339.7,-10.4,2.4,3.1,9.0
2014-03-01,2014.163,181.0,-348.4,-9.8,2.3,3.0,8.4
2014-03-02,2014.1658,179.1,-342.7,-10.4,2.2,2.8,8.1
2014-03-03,2014.1685,179.0,-344.8,-9.2,2.4,3.4,8.6
2014-03-04,2014.1712,179.4,-343.7,-20.4,2.3,3.0,8.4
2014-03-05,2014.174,179.1,-345.3,-18.0,2.3,3.2,9.0
2014-03-06,2014.1767,180.0,-343.4,-13.4,2.5,3.2,8.8
2014-03-07,2014.1795,181.6,-344.0,-16.1,2.2,3.2,8.0
2014-03-08,2014.1822,180.4,-346.1,-9.2,2.0,2.5,7.5
2014-03-09,2014.1849,178.6,-342.5,-12.5,2.1,2.6,7.7
2014-03-10,2014.1877,179.0,-345.2,-13.2,2.0,2.8,7.5
2014-03-11,2014.1904,175.0,-342.1,-9.2,2.4,3.0,8.7
2014-03-12,2014.1932,182.1,-350.4,-16.2,2.3,3.1,9.0
2014-03-13,2014.1959,179.7,-347.0,-7.7,2.0,2.6,7.6
2014-03-14,2014.1986,177.8,-345.2,-8.4,2.3,2.8,8.3
2014-03-15,2014.2014,177.8,-346.4,-0.6,2.1,2.7,8.2
2014-03-16,2014.2041,178.7,-345.2,-14.9,2.0,2.6,7.3
2014-03-17,2014.2068,178.8,-344.6,-10.2,2.2,2.7,7.8
2014-03-18,2014.2096,180.2,-347.1,-3.1,2.3,3.1,9.0
2014-03-19,2014.2123,177.9,-344.8,-12.0,2.4,3.6,9.1
2014-03-20,2014.2151,179.7,-342.3,-11.4,2.4,3.2,8.8
2014-03-21,2014.2178,177.8,-344.2,-13.1,2.6,3.4,9.2
2014-03-22,2014.2205,178.8,-343.3,-19.7,2.4,3.2,8.4
2014-03-23,2014.2233,179.7,-343.8,-16.2,2.0,2.6,7.4
2014-03-24,2014.226,175.1,-343.9,-16.6,2.1,2.6,7.3
2014-03-25,2014.2288,178.6,-343.1,-5.7,2.2,3.1,8.3
2014-03-26,2014.2315,179.4,-341.7,-4.9,2.3,3.1,8.2
2014-03-27,2014.2342,177.7,-340.5,-10.1,2.3,2.8,8.8
2014-03-28,2014.237,177.0,-343.4,-15.3,2.8,3.8,9.4
2014-03-29,2014.2397,176.1,-342.8,-6.2,2.5,3.2,9.1
2014-03-30,2014.2425,177.8,-341.3,2.7,2.4,2.9,8.8
2014-03-31,2014.2452,178.3,-344.4,0.1,2.6,3.4,9.2
2014-04-01,2014.2479,178.5,-340.2,-8.3,2.5,3.5,9.5
2014-04-02,2014.2507,178.8,-346.8,-0.1,2.5,3.0,9.4
2014-04-03,2014.2534,177.6,-341.7,-10.4,2.0,2.4,7.5
2014-04-04,2014.2562,175.8,-342.4,-6.3,2.1,2.7,7.6
2014-04-05,2014.2589,178.4,-342.9,-12.8,2.0,2.6,7.5
2014-04-06,2014.2616,180.5,-340.7,-10.8,2.1,2.7,7.8
2014-04-07,2014.2644,178.6,-341.3,-3.1,1.9,2.4,7.2
2014-04-08,2014.2671,177.7,-342.2,2.1,2.1,2.5,7.8
2014-04-09,2014.2699,179.6,-341.4,-0.8,2.3,2.9,8.5
2014-04-10,2014.2726,179.5,-339.7,-5.3,2.2,2.9,8.4
2014-04-11,2014.2753,178.1,-338.7,5.8,2.4,3.0,9.0
2014-04-12,2014.2781,176.2,-343.2,-7.3,2.1,2.6,7.7
2014-04-13,2014.2808,177.9,-342.7,-6.1,2.3,3.1,8.1
2014-04-14,2014.2836,177.4,-341.9,2.8,2.3,3.2,8.4
2014-04-15,2014.2863,179.6,-339.7,2.7,2.5,3.3,9.4
2014-04-16,2014.289,180.1,-344.8,-2.1,2.3,3.1,8.4
2014-04-17,2014.2918,181.3,-339.8,1.1,2.5,3.5,9.3
2014-04-18,2014.2945,179.2,-344.8,-3.6,2.4,3.0,9.1
2014-04-19,2014.2973,178.8,-341.3,2.4,2.2,2.6,8.3
2014-04-20,2014.3,178.1,-333.8,11.4,2.4,3.1,9.1
2014-04-21,2014.3027,178.8,-339.5,-6.6,2.4,3.5,9.0
2014-04-22,2014.3055,176.0,-340.4,5.2,2.4,3.0,9.4
2014-04-23,2014.3082,179.6,-338.5,11.7,2.8,3.6,9.9
2014-04-24,2014.311,176.8,-339.8,7.6,2.8,3.5,10.0
2014-04-25,2014.3137,173.8,-342.5,-2.9,2.8,3.4,9.8
2014-04-26,2014.3164,178.4,-340.7,-7.5,2.3,2.9,8.7
2014-04-27,2014.3192,173.5,-340.4,-5.8,2.3,3.0,8.6
2014-04-28,2014.3219,174.8,-339.9,-10.8,2.5,3.2,9.5
2014-04-29,2014.3247,175.2,-343.1,-7.9,2.0,2.6,7.6
2014-04-30,2014.3274,176.2,-341.0,-6.3,2.5,3.2,8.7
2014-05-01,2014.3301,173.7,-338.8,-3.9,2.2,2.8,8.3
2014-05-02,2014.3329,177.9,-340.5,-15.6,2.4,2.9,9.6
2014-05-03,2014.3356,176.8,-338.0,-11.7,2.5,3.4,9.2
2014-05-04,2014.3384,175.8,-341.0,-7.4,2.2,2.6,8.2
2014-05-05,2014.3411,176.2,-339.8,-11.6,2.0,2.4,7.3
2014-05-06,2014.3438,172.8,-339.8,-3.9,2.3,3.1,8.4
2014-05-07,2014.3466,175.9,-340.1,-10.2,2.1,2.8,7.9
2014-05-08,2014.3493,173.5,-336.8,-0.1,2.4,2.9,8.5
2014-05-09,2014.3521,175.8,-339.9,-9.5,2.3,2.7,8.6
2014-05-10,2014.3548,175.7,-340.8,0.8,2.5,3.3,9.4
2014-05-11,2014.3575,176.6,-339.8,-2.2,2.3,2.9,9.1
2014-05-12,2014.3603,173.0,-336.9,-5.7,2.7,3.2,10.5
2014-05-13,2014.363,174.0,-337.5,7.7,2.6,3.4,9.8
2014-05-14,2014.3658,176.0,-341.5,6.9,2.9,3.8,10.9
2014-05-15,2014.3685,174.9,-335.8,-0.2,2.5,3.2,9.1
2014-05-16,2014.3712,176.2,-337.2,4.9,2.6,3.3,9.5
2014-05-17,2014.374,173.7,-339.6,1.0,2.7,3.5,9.3
2014-05-18,2014.3767,175.2,-339.5,-7.1,2.1,2.8,8.1
2014-05-19,2014.3795,176.4,-337.3,-3.7,2.1,3.0,8.0
2014-05-20,2014.3822,174.2,-340.7,1.9,2.1,2.7,8.4
2014-05-21,2014.3849,174.9,-335.2,6.9,2.5,3.3,9.4
2014-05-22,2014.3877,172.6,-338.1,12.1,2.4,2.9,9.6
2014-05-23,2014.3904,171.8,-338.9,-1.8,2.2,2.7,8.4
2014-05-24,2014.3932,171.1,-337.7,-3.9,2.2,2.9,8.3
2014-05-25,2014.3959,170.2,-338.3,0.9,2.1,2.5,8.4
2014-05-26,2014.3986,172.6,-340.4,6.4,2.3,2.7,8.8
2014-05-27,2014.4014,171.6,-336.5,4.2,2.4,2.9,8.8
2014-05-28,2014.4041,170.2,-338.8,8.0,2.2,2.7,8.7
2014-05-29,2014.4068,171.2,-337.9,4.1,2.5,3.1,9.3
2014-05-30,2014.4096,171.8,-340.0,-0.7,2.4,2.9,9.5
2014-05-31,2014.4123,174.4,-338.2,5.3,2.5,3.3,9.8
2014-06-01,2014.4151,170.3,-335.3,0.1,2.4,3.0,9.0
2014-06-02,2014.4178,172.1,-336.5,-0.9,2.8,3.6,9.7
2014-06-03,2014.4205,170.7,-337.1,7.6,2.4,3.0,8.6
2014-06-04,2014.4233,171.7,-338.5,10.3,2.2,2.8,8.2
2014-06-05,2014.426,172.8,-337.3,4.9,2.6,3.4,10.2
2014-06-06,2014.4288,173.6,-336.0,-8.4,2.8,3.6,10.7
2014-06-07,2014.4315,172.2,-337.7,-2.6,2.3,2.9,8.8
2014-06-08,2014.4342,171.8,-337.7,-7.7,2.9,3.7,11.4
2014-06-09,2014.437,169.7,-338.6,2.6,2.7,3.4,10.0
2014-06-10,2014.4397,172.0,-335.6,7.0,2.6,3.3,10.1
2014-06-11,2014.4425,171.7,-336.6,-1.7,2.4,3.2,8.8
2014-06-12,2014.4452,170.7,-333.6,2.4,2.4,2.9,9.2
2014-06-13,2014.4479,171.2,-336.9,-4.6,2.5,3.3,9.1
2014-06-14,2014.4507,172.5,-337.4,-9.3,2.0,2.4,8.0
2014-06-15,2014.4534,173.8,-337.6,-10.4,2.2,2.9,8.8
2014-06-16,2014.4562,170.2,-334.2,-11.0,2.4,3.1,9.2
2014-06-17,2014.4589,171.2,-334.2,-4.2,2.4,3.2,8.5
2014-06-18,2014.4616,173.1,-335.9,-14.0,2.1,2.5,7.9
2014-06-19,2014.4644,169.5,-335.5,-6.0,2.3,2.8,8.4
2014-06-20,2014.4671,171.4,-333.1,-5.0,2.3,3.0,8.2
2014-06-21,2014.4699,171.3,-334.3,-8.5,2.2,2.9,8.2
2014-06-22,2014.4726,171.6,-334.1,-8.3,2.1,2.7,7.8
2014-06-23,2014.4753,171.3,-333.8,-4.4,2.3,2.8,9.0
2014-06-24,2014.4781,170.3,-333.6,-0.9,2.4,3.0,9.0
2014-06-25,2014.4808,170.3,-331.8,0.1,2.2,2.6,8.7
2014-06-26,2014.4836,170.3,-331.8,-4.3,2.2,2.6,8.6
2014-06-27,2014.4863,172.2,-331.1,-8.2,2.4,3.1,9.0
2014-06-28,2014.489,171.3,-334.9,-13.0,2.2,2.7,8.8
2014-06-29,2014.4918,169.8,-333.0,-14.9,2.2,2.6,8.1
2014-06-30,2014.4945,171.2,-334.6,-9.9,1.9,2.2,7.2
2014-07-01,2014.4973,169.6,-333.6,-13.8,2.2,2.7,8.5
2014-07-02,2014.5,172.8,-332.9,-11.6,2.4,2.9,8.9
2014-07-03,2014.5027,170.1,-334.0,-6.3,2.3,2.8,9.0
2014-07-04,2014.5055,170.7,-333.1,-11.9,2.3,3.1,8.4
2014-07-05,2014.5082,171.0,-333.9,-9.1,2.1,2.5,7.8
2014-07-06,2014.511,168.0,-334.3,-14.1,2.5,2.9,10.1
2014-07-07,2014.5137,168.3,-330.3,-5.8,2.5,3.1,8.8
2014-07-08,2014.5164,168.2,-330.4,-13.0,2.3,2.8,9.1
2014-07-09,2014.5192,169.6,-332.3,-12.55,2.5,3.5,9.55
2014-07-10,2014.5219,168.3,-332.8,-12.1,2.6,3.2,10.0
2014-07-11,2014.5247,169.8,-333.5,-12.8,2.2,3.0,8.3
2014-07-12,2014.5274,168.9,-333.2,-7.0,2.2,2.6,8.4
2014-07-13,2014.5301,169.9,-334.1,-12.6,2.3,2.9,8.4
2014-07-14,2014.5329,168.1,-332.1,-5.8,2.1,2.5,7.8
2014-07-15,2014.5356,168.7,-333.7,-16.0,2.5,3.3,8.7
2014-07-16,2014.5384,170.6,-330.6,-12.8,2.3,2.8,8.7
2014-07-17,2014.5411,167.2,-333.6,-22.4,2.6,3.1,10.2
2014-07-18,2014.5438,168.9,-334.3,-11.5,2.1,2.6,7.8
2014-07-19,2014.5466,167.3,-335.8,-15.3,2.5,3.0,9.2
2014-07-20,2014.5493,166.6,-332.7,-7.8,2.3,2.7,8.9
2014-07-21,2014.5521,166.7,-332.6,-14.9,2.0,2.4,8.0
2014-07-22,2014.5548,164.9,-331.6,-12.6,2.4,3.0,8.6
2014-07-23,2014.5575,163.0,-334.8,-23.1,2.3,2.8,8.8
2014-07-24,2014.5603,165.2,-334.5,-18.1,3.1,3.8,12.8
2014-07-25,2014.563,164.6,-337.5,-21.8,2.5,2.9,9.8
2014-07-26,2014.5658,164.4,-333.7,-17.3,2.8,3.3,11.3
2014-07-27,2014.5685,165.7,-334.3,-16.0,2.2,2.8,8.7
