YYYYMMDD,YYYY.DECM,N(m),E(m),U(m),sig_n(mm),sig_e(mm),sig_u(mm)
2010-08-09,2010.6041,253.7,-431.9,-19.9,2.4,2.7,9.5
2010-08-10,2010.6068,252.7,-432.4,-14.9,2.8,3.3,10.8
2010-08-11,2010.6096,252.8,-429.2,-18.1,2.7,3.3,10.6
2010-08-12,2010.6123,257.1,-426.6,-20.8,2.8,3.4,11.1
2010-08-13,2010.6151,251.2,-430.7,-21.4,2.2,2.6,8.7
2010-08-14,2010.6178,255.1,-427.9,-13.5,2.4,3.0,9.8
2010-08-15,2010.6205,255.0,-427.7,-25.6,2.1,2.6,8.5
2010-08-16,2010.6233,254.4,-427.3,-20.9,2.6,3.2,10.3
2010-08-17,2010.626,253.0,-427.7,-16.9,2.6,3.2,10.1
2010-08-18,2010.6288,254.2,-427.7,-13.1,2.3,2.9,9.1
2010-08-19,2010.6315,253.4,-428.4,-15.9,2.3,2.8,8.8
2010-08-20,2010.6342,251.3,-427.0,-19.9,1.8,2.1,7.1
2010-08-21,2010.637,253.3,-427.9,-14.0,2.2,2.7,8.6
2010-08-22,2010.6397,254.2,-427.6,-21.1,1.9,2.2,7.4
2010-08-23,2010.6425,252.9,-428.2,-18.9,2.0,2.4,7.7
2010-08-24,2010.6452,254.1,-428.8,-24.5,2.0,2.3,7.8
2010-08-25,2010.6479,254.1,-428.2,-23.2,2.0,2.4,7.9
2010-08-26,2010.6507,254.7,-426.0,-17.2,2.1,2.6,8.6
2010-08-27,2010.6534,254.0,-428.4,-23.0,1.9,2.1,7.3
2010-08-28,2010.6562,253.0,-426.3,-28.0,2.1,2.7,7.9
2010-08-29,2010.6589,252.0,-428.4,-26.2,2.5,3.0,9.4
2010-08-30,2010.6616,251.2,-426.5,-18.9,2.2,2.6,8.8
2010-08-31,2010.6644,253.8,-428.4,-27.9,2.6,3.1,9.9
2010-09-01,2010.6671,253.1,-426.5,-26.4,2.1,2.4,8.4
2010-09-02,2010.6699,254.2,-426.8,-21.2,2.3,2.7,9.2
2010-09-03,2010.6726,253.3,-427.1,-20.5,1.8,2.0,7.1
2010-09-04,2010.6753,252.6,-427.3,-22.5,2.0,2.4,7.9
2010-09-05,2010.6781,252.4,-428.4,-24.3,2.1,2.4,7.9
2010-09-06,2010.6808,252.9,-429.2,-21.1,2.5,2.9,9.7
2010-09-07,2010.6836,251.4,-428.3,-31.9,2.1,2.4,8.7
2010-09-08,2010.6863,253.3,-425.8,-26.5,2.2,2.6,9.0
2010-09-09,2010.689,251.1,-429.4,-33.0,2.1,2.4,8.1
2010-09-10,2010.6918,254.5,-426.4,-17.6,2.4,2.9,9.2
2010-09-11,2010.6945,251.9,-426.1,-21.1,2.2,2.7,8.2
2010-09-12,2010.6973,250.9,-425.8,-23.0,2.1,2.4,7.7
2010-09-13,2010.7,250.7,-426.2,-21.6,2.2,2.6,8.4
2010-09-14,2010.7027,252.0,-427.9,-26.0,2.5,2.9,9.4
2010-09-15,2010.7055,252.2,-425.5,-24.2,2.0,2.3,7.6
2010-09-16,2010.7082,250.1,-427.7,-30.4,2.1,2.4,7.9
2010-09-17,2010.711,251.5,-426.9,-27.8,1.8,2.1,6.9
2010-09-18,2010.7137,251.0,-427.4,-29.5,2.0,2.3,7.6
2010-09-19,2010.7164,250.6,-426.4,-26.55,2.2,2.6,8.05
2010-09-20,2010.7192,251.2,-428.7,-23.6,2.3,2.6,8.5
2010-09-21,2010.7219,251.2,-425.9,-21.9,2.7,2.9,10.7
2010-09-22,2010.7247,252.0,-427.1,-22.1,2.1,2.4,8.3
2010-09-23,2010.7274,251.1,-429.0,-20.9,2.3,2.7,8.8
2010-09-24,2010.7301,251.3,-427.6,-30.2,2.2,2.6,8.3
2010-09-25,2010.7329,251.2,-427.7,-26.8,2.0,2.4,7.8
2010-09-26,2010.7356,253.7,-426.6,-25.2,2.1,2.5,7.9
2010-09-27,2010.7384,252.0,-428.1,-27.6,2.3,2.7,9.2
2010-09-28,2010.7411,253.7,-424.9,-33.9,2.4,2.8,9.2
2010-09-29,2010.7438,251.4,-427.1,-23.8,2.0,2.4,7.9
2010-09-30,2010.7466,252.0,-426.0,-24.4,2.6,3.0,9.7
2010-10-01,2010.7493,251.4,-425.7,-28.0,2.3,2.8,8.3
2010-10-02,2010.7521,252.9,-429.3,-21.4,3.0,3.4,11.5
2010-10-03,2010.7548,251.2,-425.9,-29.9,2.2,2.5,8.5
2010-10-04,2010.7575,249.7,-425.3,-24.2,2.1,2.4,8.1
2010-10-05,2010.7603,251.1,-425.6,-22.5,2.0,2.3,7.4
2010-10-06,2010.763,250.5,-425.3,-26.3,1.8,2.1,6.6
2010-10-07,2010.7658,251.0,-424.4,-21.6,1.9,2.2,6.9
2010-10-08,2010.7685,251.3,-425.0,-22.3,1.8,2.1,6.7
2010-10-09,2010.7712,249.6,-425.1,-21.6,2.3,2.7,8.6
2010-10-10,2010.774,249.7,-425.8,-22.4,2.1,2.6,8.1
2010-10-11,2010.7767,249.2,-424.9,-24.4,2.4,3.0,8.8
2010-10-12,2010.7795,248.5,-425.4,-23.9,1.8,2.1,7.1
2010-10-13,2010.7822,250.6,-425.3,-22.1,1.9,2.2,7.2
2010-10-14,2010.7849,251.1,-424.8,-21.6,2.3,2.7,8.8
2010-10-15,2010.7877,249.3,-425.1,-29.2,2.3,2.7,8.2
2010-10-16,2010.7904,250.6,-424.3,-19.8,2.0,2.4,7.4
2010-10-17,2010.7932,249.4,-424.6,-25.5,2.0,2.3,7.4
2010-10-18,2010.7959,247.5,-423.3,-27.9,2.0,2.4,7.6
2010-10-19,2010.7986,249.5,-423.0,-28.0,2.0,2.3,7.4
2010-10-20,2010.8014,247.2,-421.8,-26.0,1.9,2.2,7.3
2010-10-21,2010.8041,247.9,-423.1,-24.3,2.0,2.4,7.8
2010-10-22,2010.8068,247.9,-422.0,-22.1,2.1,2.4,7.8
2010-10-23,2010.8096,245.7,-422.2,-20.0,2.0,2.3,7.5
2010-10-24,2010.8123,248.1,-422.0,-24.3,2.0,2.3,8.0
2010-10-25,2010.8151,247.4,-421.8,-21.3,2.1,2.3,8.0
2010-10-26,2010.8178,247.0,-422.2,-25.7,2.0,2.3,7.8
2010-10-27,2010.8205,246.7,-421.6,-24.5,1.9,2.3,7.1
2010-10-28,2010.8233,246.9,-421.1,-24.6,2.2,2.5,8.6
2010-10-29,2010.826,245.5,-422.2,-30.6,1.8,2.1,6.8
2010-10-30,2010.8288,246.0,-421.6,-29.6,1.7,1.9,6.4
2010-10-31,2010.8315,246.0,-420.8,-22.6,1.9,2.1,6.9
2010-11-01,2010.8342,245.9,-423.9,-21.3,2.0,2.2,7.3
2010-11-02,2010.837,244.0,-422.8,-25.7,1.8,2.0,6.9
2010-11-03,2010.8397,246.0,-422.9,-31.3,2.2,2.5,8.3
2010-11-04,2010.8425,244.8,-423.5,-27.3,1.9,2.1,7.2
2010-11-05,2010.8452,245.5,-424.8,-24.4,2.0,2.3,7.4
2010-11-06,2010.8479,246.5,-424.6,-29.4,2.0,2.2,7.0
2010-11-07,2010.8507,246.5,-423.3,-25.3,2.0,2.3,7.3
2010-11-08,2010.8534,246.0,-422.2,-32.6,1.8,2.0,6.7
2010-11-09,2010.8562,244.8,-422.6,-31.1,1.8,1.9,6.6
2010-11-10,2010.8589,245.4,-423.1,-28.4,2.0,2.2,7.1
2010-11-11,2010.8616,245.3,-419.8,-28.0,2.0,2.2,7.6
2010-11-12,2010.8644,246.2,-421.6,-24.2,1.8,2.1,6.8
2010-11-13,2010.8671,245.6,-421.1,-24.2,1.9,2.1,7.0
2010-11-14,2010.8699,247.0,-421.9,-26.0,1.8,1.9,6.6
2010-11-15,2010.8726,245.2,-421.5,-24.1,2.1,2.3,7.3
2010-11-16,2010.8753,245.2,-420.6,-25.9,1.8,1.9,6.7
2010-11-17,2010.8781,247.2,-420.9,-22.9,1.8,1.9,6.6
2010-11-18,2010.8808,246.2,-420.7,-22.7,1.9,2.1,7.0
2010-11-19,2010.8836,247.6,-419.5,-22.12,2.0,2.2,6.92
2010-11-20,2010.8863,247.2,-421.2,-21.54,1.9,2.0,6.84
2010-11-21,2010.889,245.5,-421.4,-20.96,1.7,1.9,6.76
2010-11-22,2010.8918,246.0,-421.2,-20.38,1.8,2.1,6.68
2010-11-23,2010.8945,245.3,-419.9,-19.8,1.8,2.0,6.6
2010-11-24,2010.8973,245.7,-420.7,-17.6,1.8,2.0,6.5
2010-11-25,2010.9,246.3,-420.1,-17.1,1.7,1.9,6.3
2010-11-26,2010.9027,246.5,-420.4,-13.8,1.8,2.1,6.6
2010-11-27,2010.9055,247.2,-421.2,-13.3,1.7,1.9,6.5
2010-11-28,2010.9082,245.7,-419.9,-20.4,1.7,1.9,6.5
2010-11-29,2010.911,245.7,-420.3,-14.0,1.9,2.1,6.9
2010-11-30,2010.9137,246.9,-419.5,-12.3,1.7,1.9,6.4
2010-12-01,2010.9164,246.1,-419.1,-12.8,1.7,1.9,6.5
2010-12-02,2010.9192,244.9,-417.9,-12.7,1.8,2.1,6.7
2010-12-03,2010.9219,245.3,-419.3,-11.1,1.6,1.8,6.2
2010-12-04,2010.9247,244.2,-418.8,-9.4,1.8,2.0,6.4
2010-12-05,2010.9274,245.0,-417.3,-9.2,1.7,1.9,6.3
2010-12-06,2010.9301,245.6,-416.7,-9.8,1.8,2.0,6.5
2010-12-07,2010.9329,246.1,-419.3,-15.7,1.7,2.0,6.4
2010-12-08,2010.9356,244.6,-417.4,-12.2,1.8,2.1,6.6
2010-12-09,2010.9384,245.4,-416.8,-8.8,1.8,2.0,7.0
2010-12-10,2010.9411,243.1,-417.5,-5.7,2.0,2.4,7.6
2010-12-11,2010.9438,244.1,-416.1,-6.3,1.9,2.1,7.6
2010-12-12,2010.9466,245.1,-417.2,-7.7,1.9,2.3,7.2
2010-12-13,2010.9493,245.2,-417.0,-10.9,1.8,2.0,6.6
2010-12-14,2010.9521,245.3,-415.4,-11.9,1.8,2.1,6.9
2010-12-15,2010.9548,246.4,-416.3,-9.1,1.9,2.1,6.9
2010-12-16,2010.9575,244.8,-416.5,-12.2,1.6,1.8,5.8
2010-12-17,2010.9603,245.2,-417.6,-5.5,1.8,1.9,6.7
2010-12-18,2010.963,245.3,-417.2,-7.9,1.7,1.9,6.3
2010-12-19,2010.9658,245.0,-417.5,-14.7,1.7,1.9,6.4
2010-12-20,2010.9685,245.0,-416.6,-12.5,1.7,1.9,6.2
2010-12-21,2010.9712,244.8,-416.4,-5.4,1.7,1.9,6.4
2010-12-22,2010.974,245.1,-414.5,-10.1,1.8,2.0,6.7
2010-12-23,2010.9767,244.0,-414.9,-4.9,1.8,2.0,6.6
2010-12-24,2010.9795,244.9,-415.1,-13.3,1.8,2.0,6.8
2010-12-25,2010.9822,244.9,-415.7,-12.0,1.6,1.7,6.0
2010-12-26,2010.9849,243.9,-417.7,-9.9,1.7,1.8,6.2
2010-12-27,2010.9877,243.2,-415.7,-9.8,1.7,1.9,6.2
2010-12-28,2010.9904,244.7,-416.1,-7.2,1.8,2.0,6.4
2010-12-29,2010.9932,245.3,-415.1,-7.8,1.8,2.0,6.4
2010-12-30,2010.9959,243.8,-414.4,-8.7,1.7,1.8,6.3
2010-12-31,2010.9986,241.0,-411.0,-11.1,2.0,2.2,7.8
2011-01-01,2011.0014,244.1,-411.6,-9.1,2.0,2.2,6.85
2011-01-02,2011.0041,243.2,-415.2,-7.1,1.6,1.8,5.9
2011-01-03,2011.0068,244.9,-415.2,-12.1,1.4,1.6,5.1
2011-01-04,2011.0096,243.5,-414.4,-10.6,1.7,1.8,6.0
2011-01-05,2011.0123,244.9,-415.4,-8.5,1.5,1.6,5.1
2011-01-06,2011.0151,243.6,-416.5,-11.3,1.5,1.7,5.4
2011-01-07,2011.0178,243.4,-415.9,-4.0,1.4,1.6,5.3
2011-01-08,2011.0205,244.4,-414.3,-5.7,1.5,1.7,5.5
2011-01-09,2011.0233,243.0,-415.3,-2.6,1.8,2.0,6.1
2011-01-10,2011.026,243.9,-414.5,0.6,1.6,1.8,6.2
2011-01-11,2011.0288,243.9,-414.2,-3.5,1.6,1.8,5.8
2011-01-12,2011.0315,243.9,-414.8,-0.4,1.5,1.8,5.3
2011-01-13,2011.0342,243.8,-414.0,-3.4,1.5,1.7,5.4
2011-01-14,2011.037,244.6,-414.0,-7.1,1.5,1.7,5.7
2011-01-15,2011.0397,242.7,-415.0,-1.7,1.5,1.7,5.5
2011-01-16,2011.0425,243.9,-413.8,1.0,1.6,1.9,5.9
2011-01-17,2011.0452,242.6,-411.8,-9.2,1.5,1.7,5.5
2011-01-18,2011.0479,243.9,-410.6,-10.1,1.6,1.8,5.6
2011-01-19,2011.0507,244.8,-411.6,-6.6,1.7,1.9,5.9
2011-01-20,2011.0534,245.4,-412.0,-8.3,1.5,1.7,5.3
2011-01-21,2011.0562,244.1,-411.6,-4.6,1.6,1.9,5.7
2011-01-22,2011.0589,244.5,-413.9,-7.8,1.5,1.7,5.3
2011-01-23,2011.0616,243.9,-413.4,-6.3,1.6,1.9,5.9
2011-01-24,2011.0644,245.5,-414.5,-7.2,1.4,1.7,5.4
2011-01-25,2011.0671,243.1,-412.2,2.2,1.7,2.0,6.2
2011-01-26,2011.0699,246.8,-409.8,-1.2,1.6,2.0,5.9
2011-01-27,2011.0726,243.3,-412.4,2.3,1.7,2.0,6.2
2011-01-28,2011.0753,243.4,-412.1,-8.8,1.5,1.7,5.5
2011-01-29,2011.0781,243.7,-411.1,-6.3,1.6,1.9,5.9
2011-01-30,2011.0808,244.4,-410.9,-7.7,1.6,1.9,5.7
2011-01-31,2011.0836,243.1,-410.6,-10.0,1.6,1.8,5.7
2011-02-01,2011.0863,243.9,-410.2,-7.7,1.7,1.9,6.1
2011-02-02,2011.089,244.8,-411.8,-9.8,1.5,1.7,5.6
2011-02-03,2011.0918,243.9,-411.9,-7.0,1.7,2.0,6.0
2011-02-04,2011.0945,243.6,-411.4,-4.2,1.8,2.1,6.5
2011-02-05,2011.0973,243.8,-411.5,-5.7,1.5,1.8,5.5
2011-02-06,2011.1,244.2,-409.4,0.7,1.8,2.1,6.2
2011-02-07,2011.1027,244.2,-410.3,2.8,1.8,2.2,6.3
2011-02-08,2011.1055,244.7,-409.0,3.95,1.7,2.1,6.3
2011-02-09,2011.1082,245.0,-410.1,5.1,1.7,2.1,6.3
2011-02-10,2011.111,242.2,-408.0,-0.8,1.7,2.0,6.2
2011-02-11,2011.1137,244.8,-409.4,0.3,1.7,2.0,6.2
2011-02-12,2011.1164,244.0,-409.8,0.7,1.7,2.1,6.3
2011-02-13,2011.1192,244.7,-408.7,-7.0,1.7,2.2,6.6
2011-02-14,2011.1219,243.4,-408.1,-2.9,1.6,2.0,6.1
2011-02-15,2011.1247,242.2,-409.1,5.5,1.8,2.1,6.9
2011-02-16,2011.1274,242.5,-407.7,0.3,1.7,2.0,6.3
2011-02-17,2011.1301,243.9,-408.7,1.2,1.7,2.1,6.6
2011-02-18,2011.1329,240.4,-405.0,4.7,1.8,2.2,6.4
2011-02-19,2011.1356,242.5,-408.1,-4.5,1.6,2.0,6.1
2011-02-20,2011.1384,242.8,-406.3,2.3,1.6,1.9,6.0
2011-02-21,2011.1411,242.7,-407.7,3.0,1.7,2.1,6.1
2011-02-22,2011.1438,241.7,-406.8,-3.7,1.7,2.2,6.1
2011-02-23,2011.1466,243.7,-407.2,-1.9,1.7,2.3,6.0
2011-02-24,2011.1493,242.7,-408.4,1.8,1.5,1.9,5.8
2011-02-25,2011.1521,243.6,-406.3,0.7,1.5,1.9,5.6
2011-02-26,2011.1548,242.6,-407.7,-10.1,2.2,2.6,8.6
2011-02-27,2011.1575,240.7,-409.5,4.4,1.8,2.3,6.7
2011-02-28,2011.1603,243.6,-406.5,4.8,1.5,1.9,5.7
2011-03-01,2011.163,244.2,-407.2,2.4,1.8,2.3,7.3
2011-03-02,2011.1658,245.9,-407.7,1.4,2.1,3.6,7.9
2011-03-03,2011.1685,244.3,-407.1,-2.0,1.8,2.3,6.4
2011-03-04,2011.1712,242.7,-406.5,0.5,1.6,2.0,6.1
2011-03-05,2011.174,244.8,-405.2,0.5,1.8,2.5,6.9
2011-03-06,2011.1767,242.2,-406.6,-5.0,1.8,2.3,6.3
2011-03-07,2011.1795,245.2,-407.2,-3.2,1.9,2.6,7.0
2011-03-08,2011.1822,245.6,-405.3,-4.6,2.0,2.6,6.7
2011-03-09,2011.1849,242.7,-406.5,3.2,2.0,2.5,7.2
2011-03-10,2011.1877,242.9,-406.5,-3.3,1.9,2.4,6.8
2011-03-11,,,,,,,
2011-03-12,2011.1932,244.2,-405.9,0.3,1.8,2.3,6.8
2011-03-13,2011.1959,244.8,-406.2,-0.5,1.8,2.4,6.7
2011-03-14,2011.1986,246.3,-407.1,-11.1,2.2,3.4,8.7
2011-03-15,2011.2014,245.5,-405.8,-8.0,1.8,2.4,6.6
2011-03-16,2011.2041,245.5,-405.9,-8.3,1.7,2.0,6.3
2011-03-17,2011.2068,244.2,-406.9,-10.3,1.9,2.5,7.0
2011-03-18,2011.2096,242.3,-405.7,-5.4,1.9,2.4,6.7
2011-03-19,2011.2123,243.6,-407.3,-4.4,2.0,2.6,7.2
2011-03-20,2011.2151,243.6,-407.9,1.5,2.0,2.5,8.1
2011-03-21,2011.2178,245.2,-407.9,-3.9,2.0,2.6,7.2
2011-03-22,2011.2205,244.1,-408.1,-14.0,2.1,2.8,8.1
2011-03-23,2011.2233,246.3,-407.4,-7.0,2.0,2.4,7.1
2011-03-24,2011.226,244.4,-405.3,-5.6,1.9,2.5,6.9
2011-03-25,2011.2288,244.0,-405.8,-4.5,1.9,2.4,6.5
2011-03-26,2011.2315,245.1,-405.8,-14.2,1.7,2.1,6.3
2011-03-27,2011.2342,245.6,-406.5,-14.4,1.7,2.1,6.2
2011-03-28,2011.237,244.4,-405.0,-10.4,1.8,2.2,6.3
2011-03-29,2011.2397,243.4,-404.5,-12.2,1.9,2.4,6.2
2011-03-30,2011.2425,244.0,-406.2,-13.2,1.6,2.0,6.0
2011-03-31,2011.2452,244.6,-403.4,-7.7,1.7,2.1,6.2
2011-04-01,2011.2479,243.9,-404.3,-7.7,1.8,2.2,6.4
2011-04-02,2011.2507,243.2,-406.8,-11.7,1.9,2.3,6.9
2011-04-03,2011.2534,243.1,-406.8,-13.0,1.8,2.4,6.8
2011-04-04,2011.2562,244.6,-404.8,-6.5,1.8,2.4,6.8
2011-04-05,2011.2589,242.0,-399.2,-3.9,2.0,2.5,7.1
2011-04-06,2011.2616,244.4,-405.0,-10.2,1.8,2.3,6.6
2011-04-07,2011.2644,244.8,-406.6,-1.9,2.1,2.8,7.6
2011-04-08,2011.2671,246.9,-403.6,-13.6,1.8,2.4,6.7
2011-04-09,2011.2699,243.9,-404.8,-12.0,2.0,2.7,7.5
2011-04-10,2011.2726,244.2,-403.7,-10.0,2.1,2.7,7.5
2011-04-11,2011.2753,244.9,-404.2,-1.3,1.8,2.3,7.0
2011-04-12,2011.2781,243.7,-405.0,-6.9,1.7,2.1,6.4
2011-04-13,2011.2808,242.5,-403.2,-5.7,1.8,2.3,6.9
2011-04-14,2011.2836,242.9,-404.4,-4.5,2.0,2.7,7.4
2011-04-15,2011.2863,244.9,-404.8,-4.8,2.0,2.5,7.5
2011-04-16,2011.289,244.1,-401.6,-7.0,2.0,2.5,7.4
2011-04-17,2011.2918,244.6,-406.4,-8.8,2.0,2.5,7.8
2011-04-18,2011.2945,242.3,-405.6,-4.5,1.9,2.4,7.2
2011-04-19,2011.2973,241.6,-406.0,-1.4,2.0,2.5,7.0
2011-04-20,2011.3,243.0,-404.6,-4.8,1.9,2.4,7.1
2011-04-21,2011.3027,242.6,-404.6,-7.6,2.0,2.6,7.4
2011-04-22,2011.3055,244.9,-402.9,-4.6,1.9,2.4,7.0
2011-04-23,2011.3082,243.2,-406.5,-8.1,1.8,2.4,6.7
2011-04-24,2011.311,242.8,-405.5,-9.5,2.0,2.4,7.1
2011-04-25,2011.3137,243.2,-407.3,-8.8,2.1,2.7,7.5
2011-04-26,2011.3164,244.4,-406.2,-9.8,2.4,3.7,9.8
2011-04-27,2011.3192,243.3,-405.4,-10.1,1.8,2.4,6.9
2011-04-28,2011.3219,241.5,-404.9,-8.3,1.7,2.1,6.2
2011-04-29,2011.3247,243.1,-405.9,-5.4,1.9,2.3,6.9
2011-04-30,2011.3274,242.1,-405.0,-4.9,1.8,2.2,6.7
2011-05-01,2011.3301,242.5,-405.4,-8.6,2.3,3.0,8.3
2011-05-02,2011.3329,245.1,-406.2,-12.4,2.3,3.0,8.3
2011-05-03,2011.3356,243.3,-403.8,-10.9,1.9,2.4,6.9
2011-05-04,2011.3384,242.4,-404.6,-10.2,2.0,2.7,7.4
2011-05-05,2011.3411,242.8,-404.7,-4.2,2.2,2.7,7.9
2011-05-06,2011.3438,242.7,-403.6,-6.0,2.0,2.4,7.6
2011-05-07,2011.3466,242.1,-403.9,-1.3,2.4,2.9,9.5
2011-05-08,2011.3493,240.5,-404.8,-4.0,2.2,2.9,7.9
2011-05-09,2011.3521,242.7,-403.5,1.2,1.8,2.2,6.9
2011-05-10,2011.3548,242.0,-402.9,-3.2,1.9,2.4,7.3
2011-05-11,2011.3575,243.2,-403.3,-1.7,2.1,2.6,7.2
2011-05-12,2011.3603,241.5,-404.4,-0.2,2.0,2.4,7.1
2011-05-13,2011.363,239.9,-402.2,-2.1,2.2,2.7,8.7
2011-05-14,2011.3658,240.7,-405.1,-8.2,2.1,2.6,7.5
2011-05-15,2011.3685,241.2,-402.9,-11.3,1.9,2.3,7.0
2011-05-16,2011.3712,241.9,-403.5,-3.5,1.9,2.2,6.8
2011-05-17,2011.374,240.4,-402.9,2.3,1.9,2.3,7.2
2011-05-18,2011.3767,241.8,-399.9,-8.1,2.0,2.4,7.5
2011-05-19,2011.3795,241.2,-402.5,-4.5,1.7,2.1,6.4
2011-05-20,2011.3822,241.8,-404.3,-5.5,2.0,2.6,7.4
2011-05-21,2011.3849,240.9,-402.8,-4.8,1.9,2.3,7.3
2011-05-22,2011.3877,242.9,-401.4,-11.5,2.0,2.5,7.3
2011-05-23,2011.3904,240.1,-402.8,-2.5,2.3,2.7,8.5
2011-05-24,2011.3932,240.7,-402.7,-8.6,1.9,2.3,7.2
2011-05-25,2011.3959,241.9,-400.4,-8.4,2.0,2.4,7.4
2011-05-26,2011.3986,241.9,-399.4,-4.2,2.3,2.8,9.1
2011-05-27,2011.4014,242.3,-401.9,-5.0,2.3,2.7,8.2
2011-05-28,2011.4041,241.0,-402.7,-14.8,2.2,2.7,8.5
2011-05-29,2011.4068,242.1,-401.0,-6.1,1.8,2.3,7.0
2011-05-30,2011.4096,240.5,-401.5,-8.3,2.0,2.5,7.5
2011-05-31,2011.4123,242.4,-401.3,-2.4,2.0,2.5,7.6
2011-06-01,2011.4151,240.4,-401.2,-9.4,2.1,2.6,7.4
2011-06-02,2011.4178,240.7,-404.2,-12.3,2.2,2.6,8.1
2011-06-03,2011.4205,238.8,-401.7,-4.6,2.1,2.5,8.1
2011-06-04,2011.4233,239.0,-403.9,-3.3,2.3,3.2,8.8
2011-06-05,2011.426,240.5,-402.4,-4.5,2.1,2.4,8.1
2011-06-06,2011.4288,241.5,-401.3,-0.3,2.2,2.7,8.3
2011-06-07,2011.4315,240.1,-401.1,-7.6,2.1,2.5,7.8
2011-06-08,2011.4342,238.3,-403.7,-4.6,2.3,2.8,8.0
2011-06-09,2011.437,238.7,-403.0,-6.1,1.9,2.2,7.2
2011-06-10,2011.4397,238.6,-401.6,-6.2,1.9,2.3,7.2
2011-06-11,2011.4425,237.6,-399.6,-8.03,2.4,2.8,7.57
2011-06-12,2011.4452,239.0,-402.2,-9.87,2.5,2.9,7.93
2011-06-13,2011.4479,238.6,-399.2,-11.7,2.3,2.8,8.3
2011-06-14,2011.4507,237.6,-401.5,-7.1,2.0,2.3,7.7
2011-06-15,2011.4534,238.6,-400.8,-2.1,2.2,2.7,8.0
2011-06-16,2011.4562,240.6,-400.2,-5.0,1.9,2.3,7.4
2011-06-17,2011.4589,237.6,-402.4,-11.3,1.9,2.2,7.2
2011-06-18,2011.4616,237.1,-401.5,-8.9,1.9,2.3,7.4
2011-06-19,2011.4644,238.9,-403.9,-12.5,2.2,2.7,8.4
2011-06-20,2011.4671,238.0,-401.1,-11.8,2.1,2.5,8.2
2011-06-21,2011.4699,237.8,-401.9,-9.8,2.3,2.7,8.5
2011-06-22,2011.4726,239.1,-399.7,-1.6,1.8,2.1,7.0
2011-06-23,2011.4753,239.3,-403.1,-8.1,2.0,2.4,7.7
2011-06-24,2011.4781,238.7,-403.3,-6.5,2.0,2.3,7.8
2011-06-25,2011.4808,237.8,-401.0,-2.8,2.2,2.7,8.0
2011-06-26,2011.4836,237.3,-399.9,-8.1,2.0,2.4,7.2
2011-06-27,2011.4863,237.8,-399.7,-8.7,1.9,2.2,7.2
2011-06-28,2011.489,235.9,-401.3,-7.7,2.2,2.7,8.4
2011-06-29,2011.4918,236.6,-400.4,-12.0,1.9,2.2,7.2
2011-06-30,2011.4945,237.0,-402.2,-9.1,2.0,2.4,7.9
2011-07-01,2011.4973,235.8,-401.3,-5.7,2.1,2.5,8.2
2011-07-02,2011.5,238.6,-402.3,-1.8,1.9,2.3,7.1
2011-07-03,2011.5027,236.7,-399.3,-7.0,2.3,2.8,8.3
2011-07-04,2011.5055,237.1,-400.0,-11.9,2.2,2.7,8.5
2011-07-05,2011.5082,237.9,-402.8,-8.4,2.0,2.3,7.7
2011-07-06,2011.511,236.4,-399.9,-5.9,2.2,2.7,8.2
2011-07-07,2011.5137,240.2,-400.1,-8.3,2.4,3.0,8.6
2011-07-08,2011.5164,238.6,-400.4,-6.0,2.2,2.8,8.0
2011-07-09,2011.5192,236.5,-400.8,-5.6,2.4,2.8,9.8
2011-07-10,2011.5219,239.7,-400.4,-3.6,2.3,2.8,8.6
2011-07-11,2011.5247,237.3,-400.1,-9.5,2.1,2.3,7.8
2011-07-12,2011.5274,238.3,-399.9,-7.1,2.5,3.0,9.3
2011-07-13,2011.5301,237.6,-399.7,-8.15,2.3,2.7,8.55
2011-07-14,2011.5329,237.7,-400.3,-9.2,2.1,2.6,7.8
2011-07-15,2011.5356,235.3,-401.7,-9.2,1.9,2.2,6.8
2011-07-16,2011.5384,236.8,-400.6,-11.0,2.1,2.6,7.9
2011-07-17,2011.5411,236.1,-399.3,-13.6,2.2,2.7,8.4
2011-07-18,2011.5438,237.5,-400.9,-14.0,2.1,2.7,7.9
2011-07-19,2011.5466,235.5,-397.9,-10.8,2.4,2.8,9.1
2011-07-20,2011.5493,237.0,-399.6,-13.13,2.4,2.8,8.9
2011-07-21,2011.5521,236.4,-400.9,-15.47,2.4,3.3,8.7
2011-07-22,2011.5548,238.0,-400.1,-17.8,2.3,3.0,8.5
2011-07-23,2011.5575,235.3,-399.3,-5.7,2.7,3.2,10.0
2011-07-24,2011.5603,234.7,-398.1,-8.6,2.2,2.6,8.8
2011-07-25,2011.563,234.9,-399.7,-10.8,2.2,2.6,8.35
2011-07-26,2011.5658,237.8,-400.4,-13.0,2.1,2.5,7.9
2011-07-27,2011.5685,238.1,-401.0,-6.7,2.1,2.5,8.1
2011-07-28,2011.5712,234.4,-398.1,-16.8,2.0,2.4,7.4
2011-07-29,2011.574,235.0,-399.5,-14.7,2.4,3.0,9.3
2011-07-30,2011.5767,234.8,-397.0,-9.3,2.5,2.9,9.9
2011-07-31,2011.5795,235.7,-397.4,-10.0,1.8,2.2,7.2
2011-08-01,2011.5822,235.8,-397.4,-15.9,1.9,2.3,7.4
2011-08-02,2011.5849,236.0,-397.8,-18.9,2.0,2.5,7.5
